id,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,age group,delay category,service score
61597,female,disloyal customer,36,business travel,business,1635,4,4,4,3,4,4,4,4,3,5,4,5,4,4,0,0.0,neutral or dissatisfied,31-45,no delay,4.083333333333333
45381,female,loyal customer,30,business travel,eco plus,461,0,0,0,3,5,0,5,5,4,2,3,2,2,5,0,0.0,satisfied,18-30,no delay,2.75
6553,female,loyal customer,51,business travel,business,3091,4,4,4,4,4,5,4,4,4,4,4,5,4,3,11,8.0,satisfied,46-60,1-15,4.083333333333333
78248,male,loyal customer,37,business travel,eco plus,259,4,4,4,4,4,4,4,4,2,4,3,2,4,4,24,26.0,neutral or dissatisfied,31-45,16-30,3.5833333333333335
45,male,loyal customer,56,business travel,business,173,0,5,0,3,2,5,4,4,4,3,3,4,4,5,30,14.0,satisfied,46-60,16-30,3.1666666666666665
119069,male,loyal customer,22,personal travel,business,1107,4,4,3,4,4,3,4,4,2,1,2,1,4,4,0,0.0,satisfied,18-30,no delay,3.0
108168,male,loyal customer,47,personal travel,eco,1166,4,5,4,5,4,4,4,4,5,3,3,5,5,4,0,0.0,neutral or dissatisfied,46-60,no delay,4.083333333333333
45623,male,disloyal customer,61,business travel,eco,260,1,1,1,2,3,1,3,3,3,2,2,3,3,3,0,7.0,neutral or dissatisfied,60+,no delay,2.3333333333333335
82751,male,loyal customer,36,business travel,business,2624,2,5,5,5,2,3,2,2,2,2,2,1,2,1,7,7.0,neutral or dissatisfied,31-45,1-15,2.1666666666666665
112893,male,disloyal customer,21,business travel,eco,1390,1,1,1,3,2,1,4,2,4,2,3,2,3,2,0,0.0,neutral or dissatisfied,18-30,no delay,2.25
64712,female,loyal customer,45,business travel,business,190,4,4,5,4,5,4,5,4,4,4,5,5,4,4,0,0.0,satisfied,31-45,no delay,4.416666666666667
55832,male,disloyal customer,24,business travel,eco,1416,1,1,1,3,5,1,5,5,4,3,3,2,3,5,20,21.0,neutral or dissatisfied,18-30,16-30,3.1666666666666665
122822,male,loyal customer,8,personal travel,eco,599,3,4,3,4,3,3,3,3,2,2,3,2,4,3,5,1.0,neutral or dissatisfied,under 18,1-15,2.8333333333333335
2933,female,loyal customer,45,personal travel,eco,859,1,5,1,4,4,5,5,2,2,1,2,3,2,4,0,0.0,neutral or dissatisfied,31-45,no delay,2.6666666666666665
101262,male,loyal customer,70,business travel,business,2176,3,1,1,1,5,2,4,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied,60+,no delay,3.1666666666666665
126744,female,loyal customer,34,personal travel,eco,2402,0,0,0,4,2,0,2,2,3,2,5,2,5,2,0,0.0,satisfied,31-45,no delay,2.0833333333333335
35850,female,disloyal customer,27,business travel,eco,1065,4,4,4,3,5,4,5,5,3,4,3,1,4,5,31,33.0,neutral or dissatisfied,18-30,31-60,3.9166666666666665
129759,female,disloyal customer,19,business travel,eco,337,2,0,1,2,3,1,3,3,4,3,3,1,5,3,0,0.0,neutral or dissatisfied,18-30,no delay,2.6666666666666665
55365,female,loyal customer,57,business travel,business,678,3,3,3,3,2,5,5,4,4,4,4,5,4,3,4,0.0,satisfied,46-60,1-15,3.8333333333333335
22755,male,loyal customer,38,business travel,eco,170,5,3,3,3,5,5,5,5,2,3,2,4,5,5,0,0.0,satisfied,31-45,no delay,4.083333333333333
72339,male,disloyal customer,27,business travel,business,1121,4,4,4,3,2,4,2,2,3,2,4,2,4,2,31,14.0,neutral or dissatisfied,18-30,31-60,2.9166666666666665
89333,male,loyal customer,22,business travel,business,1587,1,1,5,1,4,4,4,4,5,3,3,3,4,4,0,0.0,satisfied,18-30,no delay,3.6666666666666665
86313,male,loyal customer,41,business travel,eco plus,226,4,3,3,3,4,4,4,4,1,2,5,2,3,4,0,5.0,satisfied,31-45,no delay,3.3333333333333335
38458,female,loyal customer,50,business travel,eco,826,4,3,5,3,3,2,2,4,4,4,4,5,4,5,0,0.0,satisfied,46-60,no delay,3.8333333333333335
36477,male,loyal customer,49,business travel,business,3433,4,2,4,4,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,46-60,no delay,4.166666666666667
23636,male,loyal customer,32,personal travel,eco,911,3,2,3,2,5,3,5,5,3,3,1,1,2,5,0,0.0,neutral or dissatisfied,31-45,no delay,3.25
209,female,loyal customer,69,business travel,business,290,2,2,3,2,1,4,2,4,4,4,4,5,4,5,0,0.0,satisfied,60+,no delay,3.5
37321,female,disloyal customer,22,business travel,eco,944,5,5,5,1,5,5,5,5,4,1,5,2,5,5,11,0.0,satisfied,18-30,1-15,4.333333333333333
26338,female,loyal customer,41,business travel,business,873,3,3,3,3,5,2,2,3,3,3,3,1,3,4,5,7.0,neutral or dissatisfied,31-45,1-15,2.9166666666666665
41411,male,loyal customer,15,personal travel,eco,809,3,4,3,2,1,3,1,1,1,3,3,3,3,1,5,0.0,neutral or dissatisfied,under 18,1-15,2.1666666666666665
5324,male,disloyal customer,38,business travel,business,812,4,4,4,3,2,4,2,2,3,2,4,4,4,2,19,21.0,satisfied,31-45,16-30,3.0833333333333335
4983,male,loyal customer,50,business travel,business,502,3,3,3,3,4,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,46-60,no delay,3.8333333333333335
125649,female,loyal customer,57,business travel,business,3893,5,5,5,5,5,4,4,4,4,4,4,5,4,5,58,64.0,satisfied,46-60,31-60,4.416666666666667
78784,female,loyal customer,66,business travel,eco,432,1,1,1,1,5,4,3,1,1,1,1,3,1,2,0,0.0,neutral or dissatisfied,60+,no delay,2.0
61059,male,loyal customer,36,business travel,business,1506,2,4,4,4,3,3,4,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied,31-45,no delay,2.5
105490,male,loyal customer,47,business travel,business,516,3,3,3,3,2,5,5,3,3,4,3,3,3,3,0,0.0,satisfied,46-60,no delay,3.3333333333333335
98090,male,loyal customer,40,business travel,business,445,4,4,4,4,1,4,5,4,4,4,4,1,4,2,0,0.0,satisfied,31-45,no delay,3.4166666666666665
25079,female,loyal customer,80,business travel,eco,557,1,2,2,2,4,3,4,1,1,1,1,1,1,4,43,27.0,neutral or dissatisfied,60+,31-60,2.0
122662,female,loyal customer,48,business travel,business,2664,1,1,1,1,3,5,4,2,2,2,2,3,2,4,0,0.0,satisfied,46-60,no delay,2.5833333333333335
28394,female,loyal customer,32,business travel,eco plus,763,5,2,2,2,5,5,5,5,3,2,1,2,1,5,0,0.0,satisfied,31-45,no delay,3.4166666666666665
19934,male,loyal customer,42,personal travel,eco,343,1,5,2,5,5,2,5,5,4,3,4,5,5,5,13,12.0,neutral or dissatisfied,31-45,1-15,3.8333333333333335
7400,male,disloyal customer,32,business travel,business,522,4,4,4,3,1,4,1,1,5,5,5,5,5,1,5,0.0,neutral or dissatisfied,31-45,1-15,3.4166666666666665
97717,female,disloyal customer,32,business travel,business,942,2,2,2,2,5,2,5,5,4,2,4,4,5,5,7,0.0,neutral or dissatisfied,31-45,1-15,3.75
58583,male,disloyal customer,45,business travel,business,334,2,2,2,1,5,2,5,5,3,3,5,4,5,5,40,25.0,neutral or dissatisfied,31-45,31-60,3.8333333333333335
92584,male,loyal customer,36,business travel,eco plus,419,2,5,5,5,2,2,2,2,1,2,1,3,1,2,0,0.0,satisfied,31-45,no delay,2.0833333333333335
86612,female,loyal customer,46,business travel,business,3962,5,5,5,5,2,4,5,4,4,4,4,4,4,3,114,106.0,satisfied,46-60,60+,4.0
36482,male,disloyal customer,25,business travel,eco,1211,4,4,4,4,5,4,5,5,1,3,3,2,4,5,0,0.0,neutral or dissatisfied,18-30,no delay,3.75
62840,female,loyal customer,56,business travel,business,2615,5,5,5,5,4,4,4,4,4,5,5,4,3,4,0,0.0,satisfied,46-60,no delay,4.25
70864,female,loyal customer,39,business travel,business,3853,4,4,4,4,4,2,2,4,4,4,4,2,4,2,50,47.0,satisfied,31-45,31-60,3.3333333333333335
101,male,loyal customer,44,business travel,business,2992,1,1,1,1,5,4,4,4,4,4,4,3,4,3,0,0.0,satisfied,31-45,no delay,3.4166666666666665
112946,female,loyal customer,43,personal travel,eco,1211,1,1,0,2,5,3,2,3,3,0,4,1,3,2,0,0.0,neutral or dissatisfied,31-45,no delay,2.25
23753,female,loyal customer,44,business travel,eco,1048,2,2,2,2,3,4,4,2,2,2,2,3,2,2,0,0.0,neutral or dissatisfied,31-45,no delay,2.5
78061,female,loyal customer,16,personal travel,eco,332,4,1,4,2,4,4,4,4,1,1,2,3,2,4,0,0.0,neutral or dissatisfied,under 18,no delay,3.0833333333333335
102614,female,loyal customer,70,business travel,business,1294,4,4,4,4,1,4,3,4,4,4,4,3,4,4,16,0.0,neutral or dissatisfied,60+,16-30,3.5833333333333335
13628,female,loyal customer,54,business travel,eco,1014,2,2,2,2,4,3,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied,46-60,no delay,2.5
64987,female,loyal customer,30,business travel,business,247,5,5,5,5,4,4,4,4,3,1,2,4,2,4,0,0.0,satisfied,18-30,no delay,3.5
12348,male,loyal customer,32,business travel,eco,190,2,3,4,3,2,2,2,2,3,2,2,2,3,2,23,17.0,neutral or dissatisfied,31-45,16-30,2.3333333333333335
89953,female,loyal customer,29,personal travel,eco,1310,2,4,2,2,1,2,1,1,3,5,5,5,4,1,46,57.0,neutral or dissatisfied,18-30,31-60,2.6666666666666665
77691,male,loyal customer,42,business travel,business,2721,5,5,5,5,3,4,4,1,1,2,1,4,1,4,0,0.0,satisfied,31-45,no delay,2.9166666666666665
19889,female,loyal customer,41,business travel,business,2165,2,2,2,2,5,3,4,4,4,4,4,1,4,3,12,10.0,satisfied,31-45,1-15,3.3333333333333335
5700,female,loyal customer,36,personal travel,eco,147,4,4,0,4,2,0,2,2,1,5,1,4,3,2,0,3.0,satisfied,31-45,no delay,2.1666666666666665
92463,female,disloyal customer,36,business travel,business,1892,3,3,3,4,3,3,1,3,4,2,4,3,5,3,0,1.0,neutral or dissatisfied,31-45,no delay,3.0833333333333335
100153,male,loyal customer,41,business travel,business,717,5,5,5,5,3,5,4,4,4,4,4,3,4,4,0,0.0,satisfied,31-45,no delay,4.083333333333333
82655,male,loyal customer,47,business travel,business,2184,5,5,5,5,2,4,5,4,4,4,5,4,4,4,0,0.0,satisfied,46-60,no delay,4.166666666666667
76432,male,disloyal customer,35,business travel,business,405,2,1,1,1,5,1,5,5,3,3,4,3,4,5,0,0.0,neutral or dissatisfied,31-45,no delay,3.4166666666666665
5778,female,loyal customer,45,business travel,business,273,4,4,4,4,4,5,4,5,5,5,5,4,5,3,0,0.0,satisfied,31-45,no delay,4.416666666666667
38821,female,loyal customer,51,personal travel,eco,353,3,3,3,1,1,4,5,5,5,3,5,4,5,3,0,6.0,neutral or dissatisfied,46-60,no delay,3.8333333333333335
95397,male,loyal customer,51,personal travel,eco,239,3,4,3,4,4,3,4,4,4,2,4,4,5,4,1,0.0,neutral or dissatisfied,46-60,1-15,3.6666666666666665
111212,male,loyal customer,23,business travel,business,1546,4,1,3,3,4,4,4,4,1,1,3,2,3,4,119,109.0,neutral or dissatisfied,18-30,60+,3.0833333333333335
42841,male,loyal customer,51,business travel,business,328,4,4,4,4,2,4,3,5,5,5,5,1,5,4,0,0.0,satisfied,46-60,no delay,3.9166666666666665
94371,female,loyal customer,39,business travel,business,323,3,3,3,3,4,4,4,4,2,5,5,4,5,4,148,147.0,satisfied,31-45,60+,3.9166666666666665
96250,male,loyal customer,10,personal travel,eco,460,3,5,3,1,3,3,3,3,1,3,4,4,2,3,6,0.0,neutral or dissatisfied,under 18,1-15,2.9166666666666665
117005,female,loyal customer,48,business travel,business,3742,5,5,5,5,2,5,5,4,4,4,4,3,4,3,0,0.0,satisfied,46-60,no delay,4.0
33015,male,loyal customer,13,personal travel,eco,101,4,4,4,4,2,4,2,2,4,1,4,1,4,2,0,0.0,neutral or dissatisfied,under 18,no delay,2.8333333333333335
28502,female,loyal customer,28,business travel,business,2677,5,5,5,5,5,5,5,5,3,4,3,1,1,5,0,0.0,satisfied,18-30,no delay,3.9166666666666665
47876,male,loyal customer,69,business travel,business,2558,2,5,5,5,5,2,2,2,2,2,2,4,2,3,85,80.0,neutral or dissatisfied,60+,60+,2.75
56037,male,loyal customer,19,business travel,business,2475,3,1,1,1,3,3,3,2,2,4,4,3,2,3,4,0.0,neutral or dissatisfied,18-30,1-15,2.75
26568,male,disloyal customer,28,business travel,business,406,2,2,2,2,5,2,5,5,4,2,4,5,4,5,0,0.0,neutral or dissatisfied,18-30,no delay,3.75
33703,male,loyal customer,50,business travel,eco,759,2,5,5,5,2,2,2,2,4,2,2,4,3,2,0,0.0,neutral or dissatisfied,46-60,no delay,2.6666666666666665
83474,male,loyal customer,40,business travel,business,946,1,1,5,1,2,5,4,5,5,5,5,3,5,4,46,35.0,satisfied,31-45,31-60,4.083333333333333
126889,male,loyal customer,53,personal travel,eco,2125,2,1,2,3,4,2,4,4,3,4,4,4,3,4,0,0.0,neutral or dissatisfied,46-60,no delay,3.3333333333333335
9173,male,loyal customer,46,business travel,business,2736,3,3,3,3,5,4,4,5,5,5,5,5,5,5,0,0.0,satisfied,46-60,no delay,4.5
3421,female,loyal customer,24,personal travel,eco,240,4,5,0,4,2,0,2,2,4,2,5,3,5,2,3,0.0,neutral or dissatisfied,18-30,1-15,2.5833333333333335
83204,male,loyal customer,59,personal travel,eco,1123,4,5,4,5,2,4,2,2,3,3,3,5,5,2,22,19.0,neutral or dissatisfied,46-60,16-30,3.25
126650,female,loyal customer,58,personal travel,eco,602,5,4,5,4,3,4,5,2,2,5,2,4,2,5,0,0.0,satisfied,46-60,no delay,3.6666666666666665
102863,female,disloyal customer,25,business travel,business,472,3,0,3,5,1,3,1,1,3,2,5,3,4,1,3,0.0,neutral or dissatisfied,18-30,1-15,2.5
53267,female,disloyal customer,25,business travel,eco,811,0,0,0,4,2,0,2,2,2,2,1,5,5,2,0,5.0,satisfied,18-30,no delay,1.9166666666666667
83712,female,loyal customer,39,business travel,business,577,3,3,3,3,2,4,5,4,4,4,4,4,4,3,0,0.0,satisfied,31-45,no delay,3.6666666666666665
19950,male,loyal customer,39,personal travel,eco,315,3,5,4,3,2,4,2,2,3,3,5,3,2,2,9,6.0,neutral or dissatisfied,31-45,1-15,2.9166666666666665
87892,male,disloyal customer,26,business travel,business,271,3,4,3,4,5,3,5,5,4,2,5,3,5,5,4,4.0,neutral or dissatisfied,18-30,1-15,4.0
118297,female,loyal customer,28,business travel,business,2702,5,5,1,5,4,4,4,4,5,2,5,3,4,4,16,6.0,satisfied,18-30,16-30,3.75
110452,female,loyal customer,66,personal travel,eco,842,2,4,1,4,3,4,4,5,5,1,5,5,5,4,34,39.0,neutral or dissatisfied,60+,31-60,3.6666666666666665
45008,male,disloyal customer,20,business travel,eco,222,2,2,2,3,2,2,2,2,3,4,3,3,3,2,0,0.0,neutral or dissatisfied,18-30,no delay,2.5
26979,male,loyal customer,31,business travel,business,2026,2,2,2,2,2,2,2,2,3,5,3,5,3,2,25,21.0,satisfied,31-45,16-30,2.75
95234,female,loyal customer,19,personal travel,eco,239,3,4,3,1,5,3,5,5,5,1,5,5,5,5,34,35.0,neutral or dissatisfied,18-30,31-60,4.166666666666667
103033,male,loyal customer,32,business travel,business,3390,1,1,1,1,1,1,1,1,1,2,4,4,3,1,0,0.0,neutral or dissatisfied,31-45,no delay,1.75
71898,male,loyal customer,62,personal travel,eco,1744,2,1,2,3,1,2,5,1,4,3,2,3,3,1,0,0.0,neutral or dissatisfied,60+,no delay,2.4166666666666665
114997,male,disloyal customer,34,business travel,business,373,2,2,2,3,4,2,4,4,5,5,5,4,4,4,0,0.0,neutral or dissatisfied,31-45,no delay,3.75
117926,male,loyal customer,35,business travel,business,2539,2,3,3,3,1,2,2,2,2,2,2,1,2,2,29,32.0,neutral or dissatisfied,31-45,16-30,1.9166666666666667
66582,male,loyal customer,16,business travel,business,2655,3,3,3,3,2,2,2,2,5,5,5,4,4,2,0,50.0,satisfied,under 18,no delay,3.25
59393,female,loyal customer,7,personal travel,eco,2486,2,5,2,2,3,2,3,3,2,5,4,1,2,3,23,17.0,neutral or dissatisfied,under 18,16-30,2.6666666666666665
54346,female,loyal customer,20,personal travel,eco plus,1597,3,5,3,3,3,3,3,3,4,4,3,3,5,3,35,11.0,neutral or dissatisfied,18-30,31-60,3.3333333333333335
55309,female,loyal customer,43,business travel,business,1325,4,3,4,4,5,4,4,4,4,4,4,5,4,3,0,0.0,satisfied,31-45,no delay,4.083333333333333
112934,male,loyal customer,16,personal travel,eco,1497,2,5,1,2,3,1,3,3,5,3,4,4,4,3,11,0.0,neutral or dissatisfied,under 18,1-15,3.0
107155,female,loyal customer,28,business travel,business,2048,3,3,3,3,4,4,4,4,3,3,5,5,5,4,21,13.0,satisfied,18-30,16-30,3.9166666666666665
66471,female,loyal customer,59,business travel,business,447,5,5,5,5,4,4,4,5,5,5,5,4,5,4,1,0.0,satisfied,46-60,1-15,4.583333333333333
1374,male,loyal customer,44,business travel,business,2401,1,1,1,1,5,4,4,4,4,4,4,3,4,4,2,2.0,satisfied,31-45,1-15,3.5
89522,female,loyal customer,61,personal travel,business,1076,4,5,5,3,2,4,4,2,2,5,2,5,2,5,3,84.0,neutral or dissatisfied,60+,1-15,3.5
64711,male,loyal customer,28,business travel,business,551,1,1,5,1,5,5,5,5,3,2,4,3,5,5,30,21.0,satisfied,18-30,16-30,4.0
77095,male,loyal customer,29,business travel,business,1481,5,5,5,5,4,4,4,4,4,4,4,3,5,4,0,0.0,satisfied,18-30,no delay,4.166666666666667
72780,female,loyal customer,39,business travel,business,2949,2,2,5,2,5,5,5,4,4,4,4,5,4,3,0,0.0,satisfied,31-45,no delay,4.166666666666667
10419,male,loyal customer,39,business travel,business,201,4,4,4,4,2,4,5,4,4,4,5,4,4,5,21,41.0,satisfied,31-45,16-30,4.083333333333333
128892,male,loyal customer,47,business travel,business,2565,4,2,4,4,4,4,4,4,1,4,4,4,4,4,0,0.0,neutral or dissatisfied,46-60,no delay,3.75
72871,male,loyal customer,77,business travel,eco plus,700,2,4,4,4,2,2,2,2,2,3,3,2,3,2,0,0.0,neutral or dissatisfied,60+,no delay,2.4166666666666665
17059,female,loyal customer,33,personal travel,eco,1134,1,4,1,1,1,1,1,1,4,2,3,5,5,1,39,31.0,neutral or dissatisfied,31-45,31-60,2.1666666666666665
68028,female,loyal customer,57,business travel,business,3575,1,1,1,1,2,4,5,5,5,5,5,3,5,4,17,9.0,satisfied,46-60,16-30,3.75
14122,male,loyal customer,44,personal travel,business,594,4,5,5,2,1,3,4,4,4,5,4,3,4,4,37,37.0,neutral or dissatisfied,31-45,31-60,3.75
21124,female,loyal customer,61,personal travel,eco,106,3,4,3,4,2,1,1,5,5,3,5,1,5,1,50,51.0,neutral or dissatisfied,60+,31-60,2.9166666666666665
73351,female,loyal customer,29,business travel,business,2500,5,5,5,5,3,3,3,3,4,3,5,3,4,3,5,39.0,satisfied,18-30,1-15,3.6666666666666665
71362,female,loyal customer,54,business travel,business,258,1,1,1,1,5,5,5,5,5,5,5,3,5,5,0,0.0,satisfied,46-60,no delay,4.166666666666667
96341,female,loyal customer,45,business travel,business,1609,3,3,3,3,2,5,4,5,5,5,5,5,5,4,18,0.0,satisfied,31-45,16-30,4.25
112653,male,loyal customer,55,business travel,business,2237,3,3,3,3,3,4,4,5,5,5,5,3,5,4,33,25.0,satisfied,46-60,31-60,4.083333333333333
110870,male,disloyal customer,45,business travel,business,406,4,4,4,1,4,4,4,4,4,3,4,5,5,4,34,27.0,neutral or dissatisfied,31-45,31-60,4.083333333333333
25716,male,loyal customer,57,business travel,business,432,4,3,3,3,5,3,4,4,4,4,4,3,4,3,0,0.0,neutral or dissatisfied,46-60,no delay,3.75
9473,female,loyal customer,49,business travel,eco plus,288,2,1,1,1,1,3,3,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied,46-60,no delay,2.0
25666,female,disloyal customer,21,business travel,eco,761,3,3,3,4,1,3,1,1,2,2,3,4,3,1,5,4.0,neutral or dissatisfied,18-30,1-15,2.25
63146,male,loyal customer,38,business travel,business,337,1,1,5,1,3,4,5,3,3,4,3,3,3,3,42,32.0,satisfied,31-45,31-60,3.3333333333333335
16640,female,loyal customer,40,business travel,eco,488,4,2,2,2,4,4,4,4,1,2,4,2,2,4,2,0.0,satisfied,31-45,1-15,3.0833333333333335
116632,male,loyal customer,16,business travel,eco plus,371,3,1,1,1,3,3,1,3,4,1,3,4,4,3,12,7.0,neutral or dissatisfied,under 18,1-15,2.75
118961,female,loyal customer,64,personal travel,eco plus,682,1,4,1,3,3,5,4,2,2,1,2,3,2,4,0,0.0,neutral or dissatisfied,60+,no delay,2.5
56138,male,disloyal customer,41,business travel,business,1400,3,3,3,3,3,3,3,3,3,4,5,3,5,3,276,265.0,neutral or dissatisfied,31-45,60+,3.4166666666666665
109756,male,loyal customer,40,personal travel,eco plus,587,2,4,2,2,1,2,1,1,5,3,5,5,5,1,0,3.0,neutral or dissatisfied,31-45,no delay,2.75
82064,female,loyal customer,49,business travel,business,3890,4,4,4,4,4,4,5,4,4,4,4,3,4,3,59,39.0,satisfied,46-60,31-60,3.9166666666666665
103460,female,loyal customer,55,personal travel,eco,448,1,2,1,3,4,3,4,3,3,1,3,1,3,2,3,0.0,neutral or dissatisfied,46-60,1-15,2.4166666666666665
107589,female,loyal customer,53,business travel,business,1920,3,3,3,3,3,4,4,4,4,4,4,4,4,5,41,34.0,satisfied,46-60,31-60,3.8333333333333335
107132,female,loyal customer,32,personal travel,eco,842,3,5,3,1,2,3,2,2,5,5,1,4,5,2,0,9.0,neutral or dissatisfied,31-45,no delay,3.0833333333333335
32261,female,loyal customer,43,business travel,business,101,1,1,1,1,4,5,5,4,4,4,3,3,4,4,5,13.0,satisfied,31-45,1-15,3.5
103695,female,loyal customer,27,business travel,business,3095,4,4,2,4,5,5,5,3,2,3,4,5,3,5,182,388.0,satisfied,18-30,60+,3.8333333333333335
129273,male,loyal customer,40,business travel,business,2402,3,3,3,3,3,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,31-45,no delay,3.8333333333333335
66560,female,loyal customer,62,personal travel,eco,328,3,3,3,3,5,4,3,5,5,3,5,4,5,2,32,28.0,neutral or dissatisfied,60+,31-60,3.9166666666666665
21815,male,loyal customer,50,personal travel,eco,241,2,1,2,4,3,2,3,3,3,2,4,4,3,3,13,8.0,neutral or dissatisfied,46-60,1-15,2.8333333333333335
121383,male,loyal customer,31,personal travel,eco,2279,2,4,1,2,4,1,4,4,3,5,5,4,5,4,0,0.0,neutral or dissatisfied,31-45,no delay,3.5
9849,female,disloyal customer,27,business travel,eco,531,2,3,3,2,2,3,2,2,4,1,2,4,3,2,56,54.0,neutral or dissatisfied,18-30,31-60,2.5
79151,female,loyal customer,9,personal travel,eco plus,306,2,4,2,3,1,2,4,1,3,2,3,4,4,1,0,0.0,neutral or dissatisfied,under 18,no delay,2.4166666666666665
10886,female,disloyal customer,61,business travel,eco,309,1,4,1,4,4,1,4,4,1,2,3,1,3,4,0,0.0,neutral or dissatisfied,60+,no delay,2.4166666666666665
36076,male,disloyal customer,29,business travel,eco,413,5,0,5,4,3,5,3,3,3,1,4,1,1,3,0,0.0,satisfied,18-30,no delay,3.0833333333333335
25448,male,loyal customer,33,personal travel,eco,669,4,4,4,2,3,4,3,3,5,4,4,4,4,3,14,2.0,neutral or dissatisfied,31-45,1-15,3.75
4117,male,loyal customer,50,business travel,business,2187,5,5,5,5,2,5,4,5,5,5,5,5,5,3,0,2.0,satisfied,46-60,no delay,4.5
56731,male,loyal customer,65,personal travel,eco,937,1,4,0,4,1,0,1,1,4,2,4,3,5,1,6,1.0,neutral or dissatisfied,60+,1-15,1.9166666666666667
3072,male,loyal customer,51,business travel,business,3131,2,2,2,2,3,5,5,4,4,4,4,3,4,4,0,0.0,satisfied,46-60,no delay,3.6666666666666665
15736,male,loyal customer,64,personal travel,eco,419,1,5,4,1,3,4,3,3,3,4,1,1,4,3,0,0.0,neutral or dissatisfied,60+,no delay,2.8333333333333335
13303,male,loyal customer,38,personal travel,eco plus,657,2,4,2,4,2,2,4,2,3,5,3,4,3,2,0,0.0,neutral or dissatisfied,31-45,no delay,2.8333333333333335
